#{"t_start": 1697827651.0065866, "env_id": "None"}
r,l,t,rendimiento,porfolio,comision
-0.17074668,100,1518.300872,0.8430350781086179,[0.         0.15129681 0.30796996 0.07964679 0.15006281 0.31102362],0.0019999999994412066
-0.061613012,100,1518.30092,0.9402466774656938,[0.05 0.2  0.2  0.15 0.2  0.2 ],0.0020084449797868726
-0.3197099,100,1521.262042,0.7263597130313502,[0.         0.23103088 0.3117414  0.         0.14845575 0.30877197],0.0023000000745058064
-0.11541505,100,1521.262171,0.8909962569925562,[0.15977077 0.23731633 0.2430798  0.23979706 0.05997085 0.06006521],0.0019908643551170826
-0.19912499,100,1521.262256,0.8194474772093955,[0.01 0.5  0.   0.12 0.25 0.12],0.002140219794213772
-0.21146579,100,1521.262307,0.8093970020377882,[0.14916348 0.08109754 0.30947363 0.30857465 0.         0.15169069],0.0018500000089406966
-0.12780818,100,1521.262352,0.8800221762781169,[0.34469724 0.11012065 0.43539175 0.         0.         0.10979037],0.00215565399825573
0.13425837,100,1521.262421,1.143688289773228,[0.07924064 0.3299887  0.16804314 0.171066   0.25166154 0.        ],0.002702395599335432
-0.18531188,100,1521.262467,0.8308451025068058,[0.19054024 0.06091601 0.1902476  0.18940324 0.11967377 0.24921916],0.0019121142811141909
-0.14174458,100,1521.262511,0.8678428986771322,[0.00974862 0.10664944 0.         0.44406277 0.32967207 0.1098671 ],0.002611209761723876
-0.20432986,100,1529.941888,0.8151935139179306,[0.         0.24699377 0.25128412 0.06089053 0.2500381  0.19079348],0.002500000037252903
-0.2019889,100,1529.942018,0.8171039883166425,[0.45 0.22 0.   0.33 0.   0.  ],0.0031347351148724558
-0.057749156,100,1529.942093,0.9438866864718151,[0.10134988 0.35660034 0.1832197  0.09025431 0.17849739 0.09007838],0.0008992170400917526
0.029499006,100,1529.942144,1.0299384210813955,[0.31 0.31 0.08 0.15 0.   0.15],0.001660461241751909
-0.1885154,100,1529.942212,0.8281877404643945,[0.22099978 0.22031584 0.0603757  0.17181094 0.2184228  0.10807494],0.0019118944332003594
-0.21483323,100,1529.942258,0.8066759830530515,[0.19995905 0.13999599 0.1895447  0.1907289  0.1400391  0.13973227],0.0013478827044367792
-0.055308804,100,1529.942303,0.9461929222238692,[0.08 0.21 0.07 0.29 0.14 0.21],0.001750630252063274
-0.2193823,100,1529.942346,0.8030146924095211,[0.19907328 0.19988516 0.         0.40157261 0.         0.19946894],0.0011070107594132424
-0.25961086,100,1532.911167,0.7713517037656843,[0.34263775 0.24788086 0.16935168 0.08034151 0.07997765 0.07981057],0.0010499999955296518
-0.10305191,100,1532.911297,0.9020801472179363,[0.01000661 0.0886236  0.2719655  0.27052042 0.35888386 0.        ],0.002597637628763914
-0.19012979,100,1532.911379,0.8268518071525284,[-0.02003524  0.23555641  0.24275702  0.2451393   0.05915133  0.23743118],0.0014994032740592955
-0.032382224,100,1532.911434,0.9681364606666747,[0.18943009 0.25041118 0.24879195 0.19078988 0.06066443 0.05991247],0.0010883039981126785
-0.26952848,100,1532.911506,0.7637394687714602,[0.23 0.23 0.23 0.23 0.08 0.  ],0.002700000037252903
